StoreName,ProductName,DateKey,Sales,Predicted_Sales,Predicted_Sales_Lower,Predicted_Sales_Upper,Trend,Trend_Lower,Trend_Upper,Weekly_Seasonality,Yearly_Seasonality,Forecast End Date
Store3,Product4,20130101,9,12.343564987182617,3.1511573791503906,22.32191276550293,20.194114685058594,20.194114685058594,20.194114685058594,-0.09079217910766602,-0.29796215891838074,20180211
Store3,Product4,20130102,15,12.649686813354492,3.423398494720459,21.667949676513672,20.200340270996094,20.200340270996094,20.200340270996094,-0.07563623785972595,-0.2981521785259247,20180211
Store3,Product4,20130103,9,13.760557174682617,4.274294376373291,24.085384368896484,20.20656394958496,20.20656394958496,20.20656394958496,-0.020377617329359055,-0.29862797260284424,20180211
Store3,Product4,20130104,16,15.758676528930664,5.709983825683594,25.57340431213379,20.212787628173828,20.212787628173828,20.212787628173828,0.07898377627134323,-0.2993448078632355,20180211
Store3,Product4,20130105,16,16.56868553161621,6.815890312194824,25.884395599365234,20.219011306762695,20.219011306762695,20.219011306762695,0.11970893293619156,-0.30024823546409607,20180211
Store3,Product4,20130106,13,18.02864646911621,7.957559585571289,28.059030532836914,20.225234985351563,20.225234985351563,20.225234985351563,0.19267012178897858,-0.30127644538879395,20180211
Store3,Product4,20130107,11,9.975741386413574,0.5694674849510193,19.872827529907227,20.231460571289063,20.231460571289063,20.231460571289063,-0.20455679297447205,-0.3023625314235687,20180211
Store3,Product4,20130108,11,12.259397506713867,2.894291639328003,21.769493103027344,20.23768424987793,20.23768424987793,20.23768424987793,-0.09079217910766602,-0.3034370541572571,20180211
Store3,Product4,20130109,16,12.549872398376465,2.9236905574798584,22.17339324951172,20.243907928466797,20.243907928466797,20.243907928466797,-0.07563623785972595,-0.30443045496940613,20180211
Store3,Product4,20130110,11,13.655614852905273,3.521676540374756,23.441181182861328,20.250131607055664,20.250131607055664,20.250131607055664,-0.020377617329359055,-0.30527544021606445,20180211
Store3,Product4,20130111,11,15.659672737121582,6.321520805358887,25.076261520385742,20.25635528564453,20.25635528564453,20.25635528564453,0.07898377627134323,-0.30590924620628357,20180211
Store3,Product4,20130112,18,16.482255935668945,6.2514238357543945,26.76767921447754,20.26258087158203,20.26258087158203,20.26258087158203,0.11970893293619156,-0.30627569556236267,20180211
Store3,Product4,20130113,11,17.96511459350586,8.935757637023926,27.446531295776367,20.2688045501709,20.2688045501709,20.2688045501709,0.19267012178897858,-0.30632704496383667,20180211
Store3,Product4,20130114,15,9.92296028137207,0.11449585855007172,19.60601234436035,20.275028228759766,20.275028228759766,20.275028228759766,-0.20455679297447205,-0.30602535605430603,20180211
Store3,Product4,20130115,9,12.24711799621582,3.2227606773376465,22.000560760498047,20.281251907348633,20.281251907348633,20.281251907348633,-0.09079217910766602,-0.3053438067436218,20180211
Store3,Product4,20130116,17,12.580191612243652,2.443416118621826,21.919723510742188,20.2874755859375,20.2874755859375,20.2874755859375,-0.07563623785972595,-0.30426734685897827,20180211
Store3,Product4,20130117,9,13.735370635986328,4.2204437255859375,22.951984405517578,20.293701171875,20.293701171875,20.293701171875,-0.020377617329359055,-0.30279311537742615,20180211
Store3,Product4,20130118,14,15.794422149658203,6.7056803703308105,25.35140037536621,20.299924850463867,20.299924850463867,20.299924850463867,0.07898377627134323,-0.30093052983283997,20180211
Store3,Product4,20130119,12,16.6715145111084,7.131293773651123,26.855989456176758,20.306148529052734,20.306148529052734,20.306148529052734,0.11970893293619156,-0.298700749874115,20180211
Store3,Product4,20130120,13,18.210735321044922,8.0365753173828125,27.378917694091797,20.3123722076416,20.3123722076416,20.3123722076416,0.19267012178897858,-0.29613596200942993,20180211
Store3,Product4,20130121,11,10.203287124633789,0.700546383857727,20.489999771118164,20.31859588623047,20.31859588623047,20.31859588623047,-0.20455679297447205,-0.2932782471179962,20180211
Store3,Product4,20130122,12,12.581665992736816,3.7150309085845947,22.840734481811523,20.324819564819336,20.324819564819336,20.324819564819336,-0.09079217910766602,-0.29017820954322815,20180211
Store3,Product4,20130123,11,12.960444450378418,3.402937412261963,22.798870086669922,20.331045150756836,20.331045150756836,20.331045150756836,-0.07563623785972595,-0.2868930995464325,20180211
Store3,Product4,20130124,11,14.157529830932617,4.261366844177246,24.598167419433594,20.337268829345703,20.337268829345703,20.337268829345703,-0.020377617329359055,-0.28348514437675476,20180211
Store3,Product4,20130125,11,16.25372886657715,6.2953200340271,25.289281845092773,20.34349250793457,20.34349250793457,20.34349250793457,0.07898377627134323,-0.28001922369003296,20180211
Store3,Product4,20130126,25,17.15782356262207,7.253442287445068,26.48818588256836,20.349716186523438,20.349716186523438,20.349716186523438,0.11970893293619156,-0.27656090259552,20180211
Store3,Product4,20130127,21,18.717206954956055,8.85470199584961,29.887630462646484,20.355939865112305,20.355939865112305,20.355939865112305,0.19267012178897858,-0.27317407727241516,20180211
Store3,Product4,20130128,10,10.700809478759766,1.4284745454788208,20.39516830444336,20.362165451049805,20.362165451049805,20.362165451049805,-0.20455679297447205,-0.2699190676212311,20180211
Store3,Product4,20130129,10,13.083788871765137,3.7235465049743652,23.400178909301758,20.368389129638672,20.368389129638672,20.368389129638672,-0.09079217910766602,-0.2668502628803253,20180211
Store3,Product4,20130130,10,13.454360008239746,3.3895552158355713,23.229942321777344,20.37461280822754,20.37461280822754,20.37461280822754,-0.07563623785972595,-0.2640145421028137,20180211
Store3,Product4,20130131,13,14.63696575164795,4.081633567810059,24.20619773864746,20.380836486816406,20.380836486816406,20.380836486816406,-0.020377617329359055,-0.2614494264125824,20180211
Store3,Product4,20130201,20,16.71335220336914,6.411327838897705,26.343751907348633,20.387060165405273,20.387060165405273,20.387060165405273,0.07898377627134323,-0.2591818571090698,20180211
Store3,Product4,20130202,16,17.58884048461914,7.635056495666504,27.458126068115234,20.393285751342773,20.393285751342773,20.393285751342773,0.11970893293619156,-0.25722694396972656,20180211
Store3,Product4,20130203,19,19.116025924682617,10.16989803314209,28.37179183959961,20.39950942993164,20.39950942993164,20.39950942993164,0.19267012178897858,-0.2555874288082123,20180211
Store3,Product4,20130204,13,11.043375968933105,1.765099048614502,21.190200805664063,20.405733108520508,20.405733108520508,20.405733108520508,-0.20455679297447205,-0.2542533278465271,20180211
Store3,Product4,20130205,12,13.390366554260254,4.201673984527588,23.689773559570312,20.411956787109375,20.411956787109375,20.411956787109375,-0.09079217910766602,-0.25320181250572205,20180211
Store3,Product4,20130206,16,13.720321655273438,3.6313202381134033,23.816448211669922,20.418180465698242,20.418180465698242,20.418180465698242,-0.07563623785972595,-0.2523978650569916,20180211
Store3,Product4,20130207,17,14.865445137023926,5.21110200881958,24.51435089111328,20.424406051635742,20.424406051635742,20.424406051635742,-0.020377617329359055,-0.25179481506347656,20180211
Store3,Product4,20130208,15,16.90937042236328,7.017117500305176,26.65471076965332,20.43062973022461,20.43062973022461,20.43062973022461,0.07898377627134323,-0.2513357400894165,20180211
Store3,Product4,20130209,13,17.754600524902344,7.01141881942749,26.81128692626953,20.436853408813477,20.436853408813477,20.436853408813477,0.11970893293619156,-0.250954806804657,20180211
Store3,Product4,20130210,13,19.259241104125977,8.9718017578125,29.517803192138672,20.443077087402344,20.443077087402344,20.443077087402344,0.19267012178897858,-0.25057899951934814,20180211
Store3,Product4,20130211,13,11.15127182006836,0.7550417184829712,21.265239715576172,20.44930076599121,20.44930076599121,20.44930076599121,-0.20455679297447205,-0.2501301169395447,20180211
Store3,Product4,20130212,10,13.494117736816406,3.556973695755005,22.617033004760742,20.455524444580078,20.455524444580078,20.455524444580078,-0.09079217910766602,-0.2495270073413849,20180211
Store3,Product4,20130213,15,13.825512886047363,4.163991928100586,23.721895217895508,20.461750030517578,20.461750030517578,20.461750030517578,-0.07563623785972595,-0.2486877739429474,20180211
